day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
-1,3200,RAINFOREST_RESIN,9996,1,9995,22,,,10004,1,10005,22,,,10000,86
-1,3300,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,86
-1,3300,KELP,2023,32,,,,,2025,2,2026,32,,,2024,2.6439208984375
-1,3400,RAINFOREST_RESIN,9996,2,9995,24,,,10004,2,10005,24,,,10000,86
-1,3400,KELP,2023,26,,,,,2026,26,,,,,2024.5,2.616455078125
-1,3500,KELP,2023,26,,,,,2026,26,,,,,2024.5,2.633056640625
-1,3500,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000,86
-1,3600,KELP,2023,21,,,,,2026,21,,,,,2024.5,2.6297607421875
-1,3600,RAINFOREST_RESIN,9995,21,,,,,9998,4,10005,21,,,9996.5,86
-1,3700,RAINFOREST_RESIN,10002,1,9996,1,9995,23,10004,1,10005,23,,,10003,86
-1,3700,KELP,2023,27,,,,,2026,24,,,,,2024.5,2.3277587890625
-1,3800,RAINFOREST_RESIN,9996,2,9995,23,,,10002,10,10004,2,10005,23,9999,88
-1,3800,KELP,2023,25,,,,,2026,25,,,,,2024.5,2.3175048828125
-1,3900,KELP,2023,28,,,,,2026,26,,,,,2024.5,2.4041748046875
-1,3900,RAINFOREST_RESIN,9998,1,9996,1,9995,25,10004,1,10005,25,,,10001,91
-1,4000,KELP,2023,32,,,,,2026,32,,,,,2024.5,2.599853515625
-1,4000,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,91
-1,4100,RAINFOREST_RESIN,9996,2,9995,27,,,10004,2,10005,27,,,10000,91
-1,4100,KELP,2023,29,,,,,2027,29,,,,,2025,2.9715576171875
-1,4200,RAINFOREST_RESIN,9996,2,9995,24,,,10002,4,10004,2,10005,24,9999,91
-1,4200,KELP,2023,26,,,,,2027,26,,,,,2025,2.9564208984375
-1,4300,KELP,2023,29,,,,,2024,5,2026,22,,,2023.5,2.574951171875
-1,4300,RAINFOREST_RESIN,9995,22,,,,,9998,1,10000,6,10005,22,9996.5,91
-1,4400,KELP,2023,30,,,,,2026,30,,,,,2024.5,2.6270751953125
-1,4400,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,91
-1,4500,RAINFOREST_RESIN,9996,1,9995,28,,,10002,10,10004,1,10005,28,9999,91
-1,4500,KELP,2023,28,,,,,2026,29,,,,,2024.5,2.5345458984375
-1,4600,RAINFOREST_RESIN,9996,1,9995,29,,,10002,10,10004,1,10005,29,9999,91
-1,4600,KELP,2023,30,,,,,2026,30,,,,,2024.5,2.5570068359375
-1,4700,KELP,2023,25,,,,,2025,3,2026,32,,,2024,2.7496337890625
-1,4700,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,91
-1,4800,KELP,2023,24,,,,,2027,24,,,,,2025,2.9649658203125
-1,4800,RAINFOREST_RESIN,9998,6,9996,2,9995,22,10004,2,10005,22,,,10001,91
-1,4900,RAINFOREST_RESIN,9995,22,,,,,10002,7,10005,22,,,9998.5,97
-1,4900,KELP,2023,22,,,,,2027,22,,,,,2025,4.97314453125
-1,5000,RAINFOREST_RESIN,9998,3,9996,2,9995,28,10004,2,10005,28,,,10001,97
-1,5000,KELP,2023,30,,,,,2026,30,,,,,2024.5,5.396484375
-1,5100,KELP,2023,37,,,,,2026,31,,,,,2024.5,5.3748779296875
-1,5100,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,97
-1,5200,KELP,2023,35,,,,,2026,27,,,,,2024.5,5.4068603515625
-1,5200,RAINFOREST_RESIN,9998,9,9996,1,9995,26,10004,1,10005,26,,,10001,97
-1,5300,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,97
-1,5300,KELP,2025,1,2023,21,,,2026,21,,,,,2025.5,5.3651123046875
-1,5400,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000,97
-1,5400,KELP,2023,21,,,,,2025,6,2027,21,,,2024,5.03759765625
-1,5500,KELP,2023,27,,,,,2027,27,,,,,2025,4.811767578125
-1,5500,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000,97
-1,5600,KELP,2025,2,2023,28,,,2027,28,,,,,2026,4.715087890625
-1,5600,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000,97
-1,5700,RAINFOREST_RESIN,9998,2,9995,27,,,10005,27,,,,,10001.5,97
-1,5700,KELP,2024,26,,,,,2027,27,,,,,2025.5,4.535888671875
-1,5800,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,97
-1,5800,KELP,2024,31,,,,,2027,31,,,,,2025.5,3.8671875
-1,5900,KELP,2024,35,,,,,2027,30,,,,,2025.5,4.025146484375
-1,5900,RAINFOREST_RESIN,9996,2,9995,28,,,10004,2,10005,28,,,10000,97
-1,6000,KELP,2024,30,,,,,2027,30,,,,,2025.5,4.122314453125
-1,6000,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,97
-1,6100,RAINFOREST_RESIN,9996,1,9995,24,,,10004,1,10005,24,,,10000,97
-1,6100,KELP,2024,24,,,,,2027,25,,,,,2025.5,4.12109375
-1,6200,RAINFOREST_RESIN,9996,1,9995,21,,,10004,1,10005,21,,,10000,97
-1,6200,KELP,2024,22,,,,,2027,22,,,,,2025.5,4.015380859375
-1,6300,KELP,2024,30,,,,,2027,25,,,,,2025.5,3.568115234375
-1,6300,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,97
-1,6400,KELP,2024,25,,,,,2027,25,,,,,2025.5,3.61181640625
-1,6400,RAINFOREST_RESIN,9996,1,9995,24,,,10004,1,10005,24,,,10000,97
-1,6500,RAINFOREST_RESIN,9996,1,9995,26,,,9998,1,10004,1,10005,26,9997,97
-1,6500,KELP,2024,27,,,,,2027,27,,,,,2025.5,4.038330078125
-1,6600,RAINFOREST_RESIN,9996,2,9995,24,,,10004,2,10005,24,,,10000,99
-1,6600,KELP,2024,26,,,,,2028,26,,,,,2026,3.036376953125
-1,6700,KELP,2025,7,2024,20,,,2028,20,,,,,2026.5,2.735595703125
-1,6700,RAINFOREST_RESIN,9995,20,,,,,10002,3,10005,20,,,9998.5,123
-1,6800,KELP,2024,32,,,,,2026,8,2027,2,2028,30,2025,3.422119140625
-1,6800,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,123
-1,6900,RAINFOREST_RESIN,9996,1,9995,26,,,10002,5,10004,1,10005,26,9999,123
-1,6900,KELP,2024,27,,,,,2026,1,2027,27,,,2025,3.768798828125
-1,7000,RAINFOREST_RESIN,9998,2,9995,27,,,10005,27,,,,,10001.5,123
-1,7000,KELP,2026,4,2024,27,,,2027,27,,,,,2026.5,3.6630859375
-1,7100,KELP,2024,30,,,,,2027,30,,,,,2025.5,7.2763671875
-1,7100,RAINFOREST_RESIN,9996,1,9995,29,,,10004,1,10005,29,,,10000,131
-1,7200,KELP,2024,28,,,,,2027,28,,,,,2025.5,8.15234375
-1,7200,RAINFOREST_RESIN,9998,5,9996,1,9995,27,10004,1,10005,27,,,10001,131
-1,7300,RAINFOREST_RESIN,10002,1,9996,2,9995,29,10004,2,10005,29,,,10003,131
-1,7300,KELP,2024,35,,,,,2027,31,,,,,2025.5,8.2177734375
-1,7400,RAINFOREST_RESIN,9996,1,9995,22,,,10004,1,10005,22,,,10000,139
-1,7400,KELP,2024,22,,,,,2027,23,,,,,2025.5,9.03125
-1,7500,KELP,2024,25,,,,,2027,25,,,,,2025.5,8.212890625
-1,7500,RAINFOREST_RESIN,9995,25,,,,,10002,10,10005,25,,,9998.5,139
-1,7600,KELP,2024,22,,,,,2027,22,,,,,2025.5,8.40625
-1,7600,RAINFOREST_RESIN,9996,2,9995,20,,,10004,2,10005,20,,,10000,139
-1,7700,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000,139
-1,7700,KELP,2024,21,,,,,2027,22,,,,,2025.5,8.607421875
-1,7800,RAINFOREST_RESIN,9998,3,9996,1,9995,22,10004,1,10005,22,,,10001,139
-1,7800,KELP,2024,23,,,,,2027,23,,,,,2025.5,8.7890625
-1,7900,KELP,2024,31,,,,,2027,27,,,,,2025.5,8.8984375
-1,7900,RAINFOREST_RESIN,9996,1,9995,26,,,10004,1,10005,26,,,10000,139
-1,8000,KELP,2024,27,,,,,2026,8,2027,27,,,2025,9.955078125
-1,8000,RAINFOREST_RESIN,9995,27,,,,,10005,27,,,,,10000,139
-1,8100,RAINFOREST_RESIN,9996,1,9995,22,,,10004,1,10005,22,,,10000,139
-1,8100,KELP,2023,23,,,,,2027,23,,,,,2025,13.8125
-1,8200,RAINFOREST_RESIN,9995,23,,,,,10005,23,,,,,10000,175
-1,8200,KELP,2023,23,,,,,2025,1,2026,23,,,2024,16.548828125
-1,8300,KELP,2023,30,,,,,2026,30,,,,,2024.5,20.380859375
-1,8300,RAINFOREST_RESIN,9996,1,9995,29,,,10004,1,10005,29,,,10000,175
-1,8400,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000,175
-1,8400,KELP,2023,28,,,,,2026,28,,,,,2024.5,20.185546875
-1,8500,KELP,2023,31,,,,,2026,31,,,,,2024.5,21.052734375
-1,8500,RAINFOREST_RESIN,9998,10,9996,2,9995,29,10004,2,10005,29,,,10001,175
-1,8600,RAINFOREST_RESIN,9996,1,9995,22,,,10004,1,10005,22,,,10000,175
-1,8600,KELP,2023,22,,,,,2026,23,,,,,2024.5,19.2578125
-1,8700,KELP,2023,27,,,,,2025,4,2026,27,,,2024,17.369140625
-1,8700,RAINFOREST_RESIN,9998,10,9995,27,,,10005,27,,,,,10001.5,175
-1,8800,RAINFOREST_RESIN,9995,25,,,,,9998,1,10005,25,,,9996.5,175
-1,8800,KELP,2024,7,2023,25,,,2027,25,,,,,2025.5,14.099609375
-1,8900,KELP,2024,1,2023,26,,,2027,26,,,,,2025.5,14.671875
-1,8900,RAINFOREST_RESIN,9998,9,9995,26,,,10005,26,,,,,10001.5,177
-1,9000,RAINFOREST_RESIN,9996,2,9995,29,,,10004,2,10005,29,,,10000,177
-1,9000,KELP,2023,31,,,,,2027,31,,,,,2025,14.908203125
-1,9100,KELP,2023,29,,,,,2026,2,2027,27,,,2024.5,15.8203125
-1,9100,RAINFOREST_RESIN,9998,3,9996,2,9995,27,10004,2,10005,27,,,10001,177
-1,9200,RAINFOREST_RESIN,9998,10,9995,27,,,10005,27,,,,,10001.5,177
-1,9200,KELP,2023,27,,,,,2025,7,2026,27,,,2024,16.40234375
-1,9300,KELP,2023,21,,,,,2026,21,,,,,2024.5,18.400390625
-1,9300,RAINFOREST_RESIN,9996,1,9995,20,,,10004,1,10005,20,,,10000,177
-1,9400,RAINFOREST_RESIN,9998,2,9996,2,9995,21,10004,2,10005,21,,,10001,177
-1,9400,KELP,2023,23,,,,,2026,23,,,,,2024.5,19.333984375
-1,9500,KELP,2023,35,,,,,2026,31,,,,,2024.5,18.5703125
-1,9500,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,177
-1,9600,RAINFOREST_RESIN,9996,1,9995,30,,,10004,1,10005,30,,,10000,177
-1,9600,KELP,2023,31,,,,,2026,31,,,,,2024.5,20.251953125
-1,9700,KELP,2023,22,,,,,2026,22,,,,,2024.5,20.263671875
-1,9700,RAINFOREST_RESIN,9995,22,,,,,10002,1,10005,22,,,9998.5,177
-1,9800,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000,177
-1,9800,KELP,2023,26,,,,,2026,26,,,,,2024.5,19.732421875
-1,9900,KELP,2025,4,2023,25,,,2026,25,,,,,2025.5,17.611328125
-1,9900,RAINFOREST_RESIN,9995,25,,,,,10005,25,,,,,10000,177
-1,10000,RAINFOREST_RESIN,9995,28,,,,,10005,28,,,,,10000,177
-1,10000,KELP,2023,36,,,,,2026,28,,,,,2024.5,19.263671875
-1,10100,KELP,2023,25,,,,,2026,25,,,,,2024.5,20.576171875
-1,10100,RAINFOREST_RESIN,9996,1,9995,24,,,10002,3,10004,1,10005,24,9999,177
-1,10200,RAINFOREST_RESIN,9996,2,9995,26,,,10004,2,10005,26,,,10000,177
-1,10200,KELP,2022,28,,,,,2026,28,,,,,2024,29.318359375
-1,10300,KELP,2024,1,2022,35,,,2025,27,,,,,2024.5,38.0234375
-1,10300,RAINFOREST_RESIN,9998,4,9995,27,,,10005,27,,,,,10001.5,177
-1,10400,RAINFOREST_RESIN,10002,1,9996,1,9995,28,10004,1,10005,28,,,10003,177
-1,10400,KELP,2023,1,2022,29,,,2026,29,,,,,2024.5,28.30078125
-1,10500,KELP,2023,2,2022,29,,,2026,31,,,,,2024.5,26.900390625
-1,10500,RAINFOREST_RESIN,9998,4,9996,2,9995,29,10004,2,10005,29,,,10001,179
-1,10600,RAINFOREST_RESIN,9996,2,9995,29,,,10000,4,10004,2,10005,29,9998,179
-1,10600,KELP,2022,31,,,,,2023,4,2024,4,2025,31,2022.5,35.337890625
-1,10700,KELP,2022,29,,,,,2025,28,,,,,2023.5,37.076171875
-1,10700,RAINFOREST_RESIN,9998,8,9995,28,,,10005,28,,,,,10001.5,179
-1,10800,RAINFOREST_RESIN,9998,5,9996,2,9995,22,10004,2,10005,22,,,10001,179
-1,10800,KELP,2022,27,,,,,2025,24,,,,,2023.5,35.755859375
-1,10900,KELP,2022,35,,,,,2025,28,,,,,2023.5,36.1484375
-1,10900,RAINFOREST_RESIN,9996,1,9995,27,,,10004,1,10005,27,,,10000,215
-1,11000,KELP,2024,7,2022,24,,,2025,24,,,,,2024.5,36.189453125
-1,11000,RAINFOREST_RESIN,9995,24,,,,,10002,7,10005,24,,,9998.5,215
-1,11100,RAINFOREST_RESIN,9998,3,9995,21,,,10005,21,,,,,10001.5,215
-1,11100,KELP,2022,21,,,,,2025,21,,,,,2023.5,37.4140625
-1,11200,RAINFOREST_RESIN,9996,2,9995,21,,,10002,7,10004,2,10005,21,9999,222
-1,11200,KELP,2022,23,,,,,2025,23,,,,,2023.5,39.01953125
-1,11300,KELP,2022,25,,,,,2025,22,,,,,2023.5,37.51171875
-1,11300,RAINFOREST_RESIN,9996,1,9995,21,,,10004,1,10005,21,,,10000,222
-1,11400,KELP,2022,26,,,,,2025,26,,,,,2023.5,35.34375
-1,11400,RAINFOREST_RESIN,9996,1,9995,25,,,10004,1,10005,25,,,10000,222
-1,11500,RAINFOREST_RESIN,9996,1,9995,25,,,10002,7,10004,1,10005,25,9999,228
-1,11500,KELP,2022,26,,,,,2024,8,2025,26,,,2023,36.17578125
-1,11600,RAINFOREST_RESIN,9996,2,9995,27,,,10002,2,10004,2,10005,27,9999,228
-1,11600,KELP,2022,29,,,,,2026,29,,,,,2024,26.78125
-1,11700,KELP,2022,23,,,,,2023,2,2026,23,,,2022.5,30.5
-1,11700,RAINFOREST_RESIN,9996,2,9995,21,,,10004,2,10005,21,,,10000,228
-1,11800,KELP,2022,29,,,,,2024,4,2026,29,,,2023,25.35546875
-1,11800,RAINFOREST_RESIN,9998,10,9995,29,,,10000,5,10005,29,,,9999,228
-1,11900,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,228
-1,11900,KELP,2023,2,2022,30,,,2024,3,2026,32,,,2023.5,26.1640625
-1,12000,RAINFOREST_RESIN,10002,1,9995,20,,,10005,20,,,,,10003.5,228
-1,12000,KELP,2023,20,,,,,2026,20,,,,,2024.5,19.58203125
-1,12100,KELP,2023,27,,,,,2025,1,2026,27,,,2024,19.8359375
-1,12100,RAINFOREST_RESIN,9996,2,9995,25,,,10004,2,10005,25,,,10000,230
-1,12200,KELP,2023,34,,,,,2026,30,,,,,2024.5,20.09765625
-1,12200,RAINFOREST_RESIN,9996,2,9995,28,,,10004,2,10005,28,,,10000,230
-1,12300,RAINFOREST_RESIN,9998,6,9996,1,9995,28,10004,1,10005,28,,,10001,230
-1,12300,KELP,2023,29,,,,,2026,29,,,,,2024.5,18.86328125
-1,12400,RAINFOREST_RESIN,9995,26,,,,,10005,26,,,,,10000,230
-1,12400,KELP,2023,30,,,,,2026,26,,,,,2024.5,17.87890625
-1,12500,KELP,2023,19,,,,,2026,20,,,,,2024.5,20.37890625
-1,12500,RAINFOREST_RESIN,9995,20,,,,,10005,20,,,,,10000,230
-1,12600,KELP,2023,22,,,,,2026,22,,,,,2024.5,22.8671875
-1,12600,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000,230
-1,12700,RAINFOREST_RESIN,9996,2,9995,20,,,10004,2,10005,20,,,10000,230
-1,12700,KELP,2023,22,,,,,2026,22,,,,,2024.5,21.0078125
-1,12800,RAINFOREST_RESIN,9996,2,9995,20,,,10004,2,10005,20,,,10000,230
-1,12800,KELP,2023,22,,,,,2026,22,,,,,2024.5,19.6015625
-1,12900,KELP,2023,36,,,,,2026,29,,,,,2024.5,17.79296875
-1,12900,RAINFOREST_RESIN,9996,1,9995,28,,,10002,3,10004,1,10005,28,9999,230
-1,13000,KELP,2025,1,2023,6,2022,20,2026,20,,,,,2025.5,26.11328125
-1,13000,RAINFOREST_RESIN,10002,1,9995,20,,,10005,20,,,,,10003.5,230
-1,13100,RAINFOREST_RESIN,9996,1,9995,25,,,10004,1,10005,25,,,10000,232
-1,13100,KELP,2023,33,,,,,2026,26,,,,,2024.5,23.2734375
-1,13200,RAINFOREST_RESIN,9998,2,9995,22,,,10005,22,,,,,10001.5,232
-1,13200,KELP,2022,22,,,,,2025,5,2026,22,,,2023.5,24.734375
-1,13300,KELP,2023,6,2022,24,,,2026,24,,,,,2024.5,25.3515625
-1,13300,RAINFOREST_RESIN,9995,24,,,,,10005,24,,,,,10000,232
-1,13400,KELP,2023,32,,,,,2026,32,,,,,2024.5,24.59765625
-1,13400,RAINFOREST_RESIN,9996,2,9995,30,,,10004,2,10005,30,,,10000,240
-1,13500,RAINFOREST_RESIN,9995,30,,,,,10005,30,,,,,10000,240
-1,13500,KELP,2022,30,,,,,2025,8,2026,30,,,2023.5,24.83984375
-1,13600,RAINFOREST_RESIN,9995,25,,,,,10002,10,10005,25,,,9998.5,240
-1,13600,KELP,2023,24,,,,,2025,3,2026,25,,,2024,21.76953125
-1,13700,KELP,2023,25,,,,,2026,21,,,,,2024.5,21.703125
-1,13700,RAINFOREST_RESIN,9996,1,9995,20,,,9998,4,10004,1,10005,20,9997,240
-1,13800,KELP,2023,23,,,,,2026,22,,,,,2024.5,20.48828125
-1,13800,RAINFOREST_RESIN,9996,2,9995,20,,,10004,2,10005,20,,,10000,248
-1,13900,RAINFOREST_RESIN,9996,2,9995,20,,,10000,6,10004,2,10005,20,9998,248
-1,13900,KELP,2023,22,,,,,2024,6,2025,4,2026,22,2023.5,23.15625
-1,14000,RAINFOREST_RESIN,9998,5,9996,2,9995,27,10004,2,10005,27,,,10001,248
-1,14000,KELP,2023,3,2022,29,,,2026,29,,,,,2024.5,26.84375
-1,14100,KELP,2023,25,,,,,2025,1,2026,25,,,2024,20.25390625
-1,14100,RAINFOREST_RESIN,9996,2,9995,23,,,10004,2,10005,23,,,10000,248
-1,14200,KELP,2023,20,,,,,2026,21,,,,,2024.5,19.87109375
-1,14200,RAINFOREST_RESIN,9995,21,,,,,10005,21,,,,,10000,248
-1,14300,RAINFOREST_RESIN,9996,2,9995,27,,,10004,2,10005,27,,,10000,248
-1,14300,KELP,2022,29,,,,,2026,29,,,,,2024,28.953125
-1,14400,RAINFOREST_RESIN,9996,1,9995,29,,,10004,1,10005,29,,,10000,248
-1,14400,KELP,2023,30,,,,,2026,30,,,,,2024.5,24.39453125
-1,14500,KELP,2023,24,,,,,2026,24,,,,,2024.5,23.5859375
-1,14500,RAINFOREST_RESIN,9995,24,,,,,10002,1,10005,24,,,9998.5,248
-1,14600,KELP,2022,28,,,,,2024,2,2026,28,,,2023,27.5
-1,14600,RAINFOREST_RESIN,9996,2,9995,26,,,10000,2,10004,2,10005,26,9998,248
-1,14700,RAINFOREST_RESIN,9995,30,,,,,10002,7,10005,30,,,9998.5,248
-1,14700,KELP,2022,30,,,,,2025,30,,,,,2023.5,35.18359375
-1,14800,RAINFOREST_RESIN,9995,28,,,,,10002,6,10005,28,,,9998.5,248
-1,14800,KELP,2022,28,,,,,2025,28,,,,,2023.5,35.41015625
-1,14900,KELP,2023,4,2022,26,,,2025,26,,,,,2024,35.984375
-1,14900,RAINFOREST_RESIN,10000,4,9995,26,,,10005,26,,,,,10002.5,248
-1,15000,KELP,2024,8,2022,25,,,2025,25,,,,,2024.5,37.6171875
-1,15000,RAINFOREST_RESIN,9998,1,9995,25,,,10005,25,,,,,10001.5,248
-1,15100,RAINFOREST_RESIN,9995,22,,,,,10005,22,,,,,10000,248
-1,15100,KELP,2022,27,,,,,2025,22,,,,,2023.5,41.30859375
-1,15200,RAINFOREST_RESIN,9998,6,9995,27,,,10005,27,,,,,10001.5,248
-1,15200,KELP,2022,26,,,,,2025,27,,,,,2023.5,41.515625
-1,15300,KELP,2022,26,,,,,2024,4,2025,26,,,2023,42.21875
-1,15300,RAINFOREST_RESIN,9995,26,,,,,10002,1,10005,26,,,9998.5,248
-1,15400,KELP,2022,35,,,,,2025,30,,,,,2023.5,43.41796875
-1,15400,RAINFOREST_RESIN,9996,2,9995,28,,,9998,1,10004,2,10005,28,9997,251
-1,15500,RAINFOREST_RESIN,10002,1,9996,2,9995,29,10004,2,10005,29,,,10003,253
-1,15500,KELP,2022,31,,,,,2024,8,2025,31,,,2023,40.96484375
-1,15600,RAINFOREST_RESIN,9996,2,9995,24,,,10004,2,10005,24,,,10000,255
-1,15600,KELP,2022,31,,,,,2025,26,,,,,2023.5,38.93359375
-1,15700,KELP,2022,25,,,,,2025,25,,,,,2023.5,35.75390625
-1,15700,RAINFOREST_RESIN,10002,5,9996,1,9995,24,10004,1,10005,24,,,10003,261
-1,15800,KELP,2025,1,2022,22,,,2026,22,,,,,2025.5,28.81640625
